REF_DATE,GEO,DGUID,Components of population growth,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021/2022,"Shelburne, Nova Scotia",2016A00031201,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059875898,18.8.1.1,-3,,,,0
2021/2022,"Shelburne, Nova Scotia",2016A00031201,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059876231,18.9.1.1,27,,,,0
2021/2022,"Yarmouth, Nova Scotia",2016A00031202,Births,Both sexes,All ages,Persons,249,units,0,v1059876897,19.1.1.1,194,,,,0
2021/2022,"Yarmouth, Nova Scotia",2016A00031202,Deaths,Both sexes,All ages,Persons,249,units,0,v1059876903,19.2.1.1,325,,,,0
2021/2022,"Yarmouth, Nova Scotia",2016A00031202,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059877236,19.3.1.1,170,,,,0
2021/2022,"Yarmouth, Nova Scotia",2016A00031202,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059877569,19.4.1.1,3,,,,0
2021/2022,"Yarmouth, Nova Scotia",2016A00031202,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059877902,19.5.1.1,0,,,,0
2021/2022,"Yarmouth, Nova Scotia",2016A00031202,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059878235,19.6.1.1,2,,,,0
2021/2022,"Yarmouth, Nova Scotia",2016A00031202,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059878568,19.7.1.1,336,,,,0
2021/2022,"Yarmouth, Nova Scotia",2016A00031202,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059878901,19.8.1.1,-5,,,,0
2021/2022,"Yarmouth, Nova Scotia",2016A00031202,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059879234,19.9.1.1,48,,,,0
2021/2022,"Digby, Nova Scotia",2016A00031203,Births,Both sexes,All ages,Persons,249,units,0,v1059879900,20.1.1.1,129,,,,0
2021/2022,"Digby, Nova Scotia",2016A00031203,Deaths,Both sexes,All ages,Persons,249,units,0,v1059879906,20.2.1.1,256,,,,0
2021/2022,"Digby, Nova Scotia",2016A00031203,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059880239,20.3.1.1,156,,,,0
2021/2022,"Digby, Nova Scotia",2016A00031203,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059880572,20.4.1.1,2,,,,0
2021/2022,"Digby, Nova Scotia",2016A00031203,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059880905,20.5.1.1,8,,,,0
2021/2022,"Digby, Nova Scotia",2016A00031203,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059881238,20.6.1.1,1,,,,0
2021/2022,"Digby, Nova Scotia",2016A00031203,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059881571,20.7.1.1,337,,,,0
2021/2022,"Digby, Nova Scotia",2016A00031203,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059881904,20.8.1.1,-35,,,,0
2021/2022,"Digby, Nova Scotia",2016A00031203,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059882237,20.9.1.1,29,,,,0
2021/2022,"Queens, Nova Scotia",2016A00031204,Births,Both sexes,All ages,Persons,249,units,0,v1059882903,21.1.1.1,53,,,,0
2021/2022,"Queens, Nova Scotia",2016A00031204,Deaths,Both sexes,All ages,Persons,249,units,0,v1059882909,21.2.1.1,152,,,,0
2021/2022,"Queens, Nova Scotia",2016A00031204,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059883242,21.3.1.1,17,,,,0
2021/2022,"Queens, Nova Scotia",2016A00031204,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059883575,21.4.1.1,0,,,,0
2021/2022,"Queens, Nova Scotia",2016A00031204,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059883908,21.5.1.1,3,,,,0
2021/2022,"Queens, Nova Scotia",2016A00031204,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059884241,21.6.1.1,0,,,,0
2021/2022,"Queens, Nova Scotia",2016A00031204,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059884574,21.7.1.1,181,,,,0
2021/2022,"Queens, Nova Scotia",2016A00031204,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059884907,21.8.1.1,36,,,,0
2021/2022,"Queens, Nova Scotia",2016A00031204,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059885240,21.9.1.1,20,,,,0
2021/2022,"Annapolis, Nova Scotia",2016A00031205,Births,Both sexes,All ages,Persons,249,units,0,v1059885906,22.1.1.1,146,,,,0
2021/2022,"Annapolis, Nova Scotia",2016A00031205,Deaths,Both sexes,All ages,Persons,249,units,0,v1059885912,22.2.1.1,284,,,,0
2021/2022,"Annapolis, Nova Scotia",2016A00031205,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059886245,22.3.1.1,81,,,,0
2021/2022,"Annapolis, Nova Scotia",2016A00031205,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059886578,22.4.1.1,14,,,,0
2021/2022,"Annapolis, Nova Scotia",2016A00031205,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059886911,22.5.1.1,6,,,,0
2021/2022,"Annapolis, Nova Scotia",2016A00031205,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059887244,22.6.1.1,4,,,,0
2021/2022,"Annapolis, Nova Scotia",2016A00031205,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059887577,22.7.1.1,542,,,,0
2021/2022,"Annapolis, Nova Scotia",2016A00031205,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059887910,22.8.1.1,109,,,,0
2021/2022,"Annapolis, Nova Scotia",2016A00031205,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059888243,22.9.1.1,33,,,,0
2021/2022,"Lunenburg, Nova Scotia",2016A00031206,Births,Both sexes,All ages,Persons,249,units,0,v1059888909,23.1.1.1,309,,,,0
2021/2022,"Lunenburg, Nova Scotia",2016A00031206,Deaths,Both sexes,All ages,Persons,249,units,0,v1059888915,23.2.1.1,632,,,,0
2021/2022,"Lunenburg, Nova Scotia",2016A00031206,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059889248,23.3.1.1,279,,,,0
2021/2022,"Lunenburg, Nova Scotia",2016A00031206,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059889581,23.4.1.1,14,,,,0
2021/2022,"Lunenburg, Nova Scotia",2016A00031206,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059889914,23.5.1.1,34,,,,0
2021/2022,"Lunenburg, Nova Scotia",2016A00031206,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059890247,23.6.1.1,2,,,,0
2021/2022,"Lunenburg, Nova Scotia",2016A00031206,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059890580,23.7.1.1,704,,,,0
2021/2022,"Lunenburg, Nova Scotia",2016A00031206,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059890913,23.8.1.1,147,,,,0
2021/2022,"Lunenburg, Nova Scotia",2016A00031206,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059891246,23.9.1.1,-1,,,,0
2021/2022,"Kings, Nova Scotia",2016A00031207,Births,Both sexes,All ages,Persons,249,units,0,v1059891912,24.1.1.1,502,,,,0
2021/2022,"Kings, Nova Scotia",2016A00031207,Deaths,Both sexes,All ages,Persons,249,units,0,v1059891918,24.2.1.1,777,,,,0
2021/2022,"Kings, Nova Scotia",2016A00031207,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059892251,24.3.1.1,444,,,,0
2021/2022,"Kings, Nova Scotia",2016A00031207,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059892584,24.4.1.1,32,,,,0
2021/2022,"Kings, Nova Scotia",2016A00031207,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059892917,24.5.1.1,55,,,,0
2021/2022,"Kings, Nova Scotia",2016A00031207,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059893250,24.6.1.1,16,,,,0
2021/2022,"Kings, Nova Scotia",2016A00031207,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059893583,24.7.1.1,773,,,,0
2021/2022,"Kings, Nova Scotia",2016A00031207,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059893916,24.8.1.1,126,,,,0
2021/2022,"Kings, Nova Scotia",2016A00031207,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059894249,24.9.1.1,191,,,,0
2021/2022,"Hants, Nova Scotia",2016A00031208,Births,Both sexes,All ages,Persons,249,units,0,v1059894915,25.1.1.1,414,,,,0
2021/2022,"Hants, Nova Scotia",2016A00031208,Deaths,Both sexes,All ages,Persons,249,units,0,v1059894921,25.2.1.1,434,,,,0
2021/2022,"Hants, Nova Scotia",2016A00031208,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059895254,25.3.1.1,87,,,,0
2021/2022,"Hants, Nova Scotia",2016A00031208,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059895587,25.4.1.1,10,,,,0
2021/2022,"Hants, Nova Scotia",2016A00031208,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059895920,25.5.1.1,3,,,,0
2021/2022,"Hants, Nova Scotia",2016A00031208,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059896253,25.6.1.1,5,,,,0
2021/2022,"Hants, Nova Scotia",2016A00031208,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059896586,25.7.1.1,253,,,,0
2021/2022,"Hants, Nova Scotia",2016A00031208,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059896919,25.8.1.1,174,,,,0
2021/2022,"Hants, Nova Scotia",2016A00031208,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059897252,25.9.1.1,49,,,,0
2021/2022,"Halifax, Nova Scotia",2016A00031209,Births,Both sexes,All ages,Persons,249,units,0,v1059897918,26.1.1.1,3980,,,,0
2021/2022,"Halifax, Nova Scotia",2016A00031209,Deaths,Both sexes,All ages,Persons,249,units,0,v1059897924,26.2.1.1,3638,,,,0
2021/2022,"Halifax, Nova Scotia",2016A00031209,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059898257,26.3.1.1,10710,,,,0
2021/2022,"Halifax, Nova Scotia",2016A00031209,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059898590,26.4.1.1,386,,,,0
2021/2022,"Halifax, Nova Scotia",2016A00031209,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059898923,26.5.1.1,364,,,,0
2021/2022,"Halifax, Nova Scotia",2016A00031209,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059899256,26.6.1.1,214,,,,0
2021/2022,"Halifax, Nova Scotia",2016A00031209,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059899589,26.7.1.1,8093,,,,0
2021/2022,"Halifax, Nova Scotia",2016A00031209,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059899922,26.8.1.1,-124,,,,0
2021/2022,"Halifax, Nova Scotia",2016A00031209,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059900255,26.9.1.1,1901,,,,0
2021/2022,"Colchester, Nova Scotia",2016A00031210,Births,Both sexes,All ages,Persons,249,units,0,v1059900921,27.1.1.1,414,,,,0
2021/2022,"Colchester, Nova Scotia",2016A00031210,Deaths,Both sexes,All ages,Persons,249,units,0,v1059900927,27.2.1.1,684,,,,0
2021/2022,"Colchester, Nova Scotia",2016A00031210,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059901260,27.3.1.1,382,,,,0
2021/2022,"Colchester, Nova Scotia",2016A00031210,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059901593,27.4.1.1,11,,,,0
2021/2022,"Colchester, Nova Scotia",2016A00031210,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059901926,27.5.1.1,3,,,,0
2021/2022,"Colchester, Nova Scotia",2016A00031210,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059902259,27.6.1.1,6,,,,0
2021/2022,"Colchester, Nova Scotia",2016A00031210,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059902592,27.7.1.1,461,,,,0
2021/2022,"Colchester, Nova Scotia",2016A00031210,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059902925,27.8.1.1,201,,,,0
2021/2022,"Colchester, Nova Scotia",2016A00031210,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059903258,27.9.1.1,142,,,,0
2021/2022,"Cumberland, Nova Scotia",2016A00031211,Births,Both sexes,All ages,Persons,249,units,0,v1059903924,28.1.1.1,208,,,,0
2021/2022,"Cumberland, Nova Scotia",2016A00031211,Deaths,Both sexes,All ages,Persons,249,units,0,v1059903930,28.2.1.1,486,,,,0
2021/2022,"Cumberland, Nova Scotia",2016A00031211,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059904263,28.3.1.1,103,,,,0
2021/2022,"Cumberland, Nova Scotia",2016A00031211,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059904596,28.4.1.1,16,,,,0
2021/2022,"Cumberland, Nova Scotia",2016A00031211,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059904929,28.5.1.1,16,,,,0
2021/2022,"Cumberland, Nova Scotia",2016A00031211,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059905262,28.6.1.1,4,,,,0
2021/2022,"Cumberland, Nova Scotia",2016A00031211,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059905595,28.7.1.1,412,,,,0
2021/2022,"Cumberland, Nova Scotia",2016A00031211,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059905928,28.8.1.1,132,,,,0
2021/2022,"Cumberland, Nova Scotia",2016A00031211,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059906261,28.9.1.1,28,,,,0
2021/2022,"Pictou, Nova Scotia",2016A00031212,Births,Both sexes,All ages,Persons,249,units,0,v1059906927,29.1.1.1,314,,,,0
2021/2022,"Pictou, Nova Scotia",2016A00031212,Deaths,Both sexes,All ages,Persons,249,units,0,v1059906933,29.2.1.1,608,,,,0
2021/2022,"Pictou, Nova Scotia",2016A00031212,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059907266,29.3.1.1,155,,,,0
2021/2022,"Pictou, Nova Scotia",2016A00031212,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059907599,29.4.1.1,14,,,,0
2021/2022,"Pictou, Nova Scotia",2016A00031212,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059907932,29.5.1.1,10,,,,0
2021/2022,"Pictou, Nova Scotia",2016A00031212,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059908265,29.6.1.1,7,,,,0
2021/2022,"Pictou, Nova Scotia",2016A00031212,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059908598,29.7.1.1,640,,,,0
2021/2022,"Pictou, Nova Scotia",2016A00031212,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059908931,29.8.1.1,125,,,,0
2021/2022,"Pictou, Nova Scotia",2016A00031212,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059909264,29.9.1.1,-14,,,,0
2021/2022,"Guysborough, Nova Scotia",2016A00031213,Births,Both sexes,All ages,Persons,249,units,0,v1059909930,30.1.1.1,53,,,,0
2021/2022,"Guysborough, Nova Scotia",2016A00031213,Deaths,Both sexes,All ages,Persons,249,units,0,v1059909936,30.2.1.1,110,,,,0
2021/2022,"Guysborough, Nova Scotia",2016A00031213,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059910269,30.3.1.1,23,,,,0
2021/2022,"Guysborough, Nova Scotia",2016A00031213,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059910602,30.4.1.1,9,,,,0
2021/2022,"Guysborough, Nova Scotia",2016A00031213,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059910935,30.5.1.1,0,,,,0
2021/2022,"Guysborough, Nova Scotia",2016A00031213,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059911268,30.6.1.1,3,,,,0
2021/2022,"Guysborough, Nova Scotia",2016A00031213,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059911601,30.7.1.1,121,,,,0
2021/2022,"Guysborough, Nova Scotia",2016A00031213,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059911934,30.8.1.1,-7,,,,0
2021/2022,"Guysborough, Nova Scotia",2016A00031213,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059912267,30.9.1.1,7,,,,0
2021/2022,"Antigonish, Nova Scotia",2016A00031214,Births,Both sexes,All ages,Persons,249,units,0,v1059912933,31.1.1.1,168,,,,0
2021/2022,"Antigonish, Nova Scotia",2016A00031214,Deaths,Both sexes,All ages,Persons,249,units,0,v1059912939,31.2.1.1,229,,,,0
2021/2022,"Antigonish, Nova Scotia",2016A00031214,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059913272,31.3.1.1,168,,,,0
2021/2022,"Antigonish, Nova Scotia",2016A00031214,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059913605,31.4.1.1,19,,,,0
2021/2022,"Antigonish, Nova Scotia",2016A00031214,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059913938,31.5.1.1,13,,,,0
2021/2022,"Antigonish, Nova Scotia",2016A00031214,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059914271,31.6.1.1,9,,,,0
2021/2022,"Antigonish, Nova Scotia",2016A00031214,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059914604,31.7.1.1,204,,,,0
2021/2022,"Antigonish, Nova Scotia",2016A00031214,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059914937,31.8.1.1,-13,,,,0
2021/2022,"Antigonish, Nova Scotia",2016A00031214,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059915270,31.9.1.1,71,,,,0
2021/2022,"Inverness, Nova Scotia",2016A00031215,Births,Both sexes,All ages,Persons,249,units,0,v1059915936,32.1.1.1,104,,,,0
2021/2022,"Inverness, Nova Scotia",2016A00031215,Deaths,Both sexes,All ages,Persons,249,units,0,v1059915942,32.2.1.1,230,,,,0
2021/2022,"Inverness, Nova Scotia",2016A00031215,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059916275,32.3.1.1,115,,,,0
2021/2022,"Inverness, Nova Scotia",2016A00031215,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059916608,32.4.1.1,2,,,,0
2021/2022,"Inverness, Nova Scotia",2016A00031215,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059916941,32.5.1.1,3,,,,0
2021/2022,"Inverness, Nova Scotia",2016A00031215,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059917274,32.6.1.1,1,,,,0
2021/2022,"Inverness, Nova Scotia",2016A00031215,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059917607,32.7.1.1,200,,,,0
2021/2022,"Inverness, Nova Scotia",2016A00031215,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059917940,32.8.1.1,1,,,,0
2021/2022,"Inverness, Nova Scotia",2016A00031215,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059918273,32.9.1.1,12,,,,0
2021/2022,"Richmond, Nova Scotia",2016A00031216,Births,Both sexes,All ages,Persons,249,units,0,v1059918939,33.1.1.1,53,,,,0
2021/2022,"Richmond, Nova Scotia",2016A00031216,Deaths,Both sexes,All ages,Persons,249,units,0,v1059918945,33.2.1.1,125,,,,0
2021/2022,"Richmond, Nova Scotia",2016A00031216,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059919278,33.3.1.1,38,,,,0
2021/2022,"Richmond, Nova Scotia",2016A00031216,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059919611,33.4.1.1,4,,,,0
2021/2022,"Richmond, Nova Scotia",2016A00031216,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059919944,33.5.1.1,0,,,,0
2021/2022,"Richmond, Nova Scotia",2016A00031216,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059920277,33.6.1.1,2,,,,0
2021/2022,"Richmond, Nova Scotia",2016A00031216,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059920610,33.7.1.1,81,,,,0
2021/2022,"Richmond, Nova Scotia",2016A00031216,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059920943,33.8.1.1,-9,,,,0
2021/2022,"Richmond, Nova Scotia",2016A00031216,Net non-permanent residents,Both sexes,All ages,Persons,249,units,0,v1059921276,33.9.1.1,45,,,,0
2021/2022,"Cape Breton, Nova Scotia",2016A00031217,Births,Both sexes,All ages,Persons,249,units,0,v1059921942,34.1.1.1,771,,,,0
2021/2022,"Cape Breton, Nova Scotia",2016A00031217,Deaths,Both sexes,All ages,Persons,249,units,0,v1059921948,34.2.1.1,1508,,,,0
2021/2022,"Cape Breton, Nova Scotia",2016A00031217,Immigrants,Both sexes,All ages,Persons,249,units,0,v1059922281,34.3.1.1,817,,,,0
2021/2022,"Cape Breton, Nova Scotia",2016A00031217,Emigrants,Both sexes,All ages,Persons,249,units,0,v1059922614,34.4.1.1,14,,,,0
2021/2022,"Cape Breton, Nova Scotia",2016A00031217,Returning emigrants,Both sexes,All ages,Persons,249,units,0,v1059922947,34.5.1.1,9,,,,0
2021/2022,"Cape Breton, Nova Scotia",2016A00031217,Net temporary emigration,Both sexes,All ages,Persons,249,units,0,v1059923280,34.6.1.1,9,,,,0
2021/2022,"Cape Breton, Nova Scotia",2016A00031217,Net interprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059923613,34.7.1.1,417,,,,0
2021/2022,"Cape Breton, Nova Scotia",2016A00031217,Net intraprovincial migration,Both sexes,All ages,Persons,249,units,0,v1059923946,34.8.1.1,-835,,,,0
